Day,Month,Year,site_name,genus_species,PA,Zone,Observer,notes
16,june,2022,Donner Pass,Boloria epithore,2,1Tracks,CH,
16,june,2022,Donner Pass,Colias eurytheme,3,1Tracks,CH,
16,june,2022,Donner Pass,Plebejus acmon,1,1Tracks,CH,
16,june,2022,Donner Pass,Plebejus icarioides,1,1Tracks,CH,
16,june,2022,Donner Pass,Chlosyne palla,3,1Tracks,CH,
16,june,2022,Donner Pass,Chlosyne hoffmanni,2,1Tracks,CH,
16,june,2022,Donner Pass,Junonia coenia,1,1Tracks,CH,
16,june,2022,Donner Pass,Nymphalis antiopa,2,1Tracks,CH,
16,june,2022,Donner Pass,Erynnis propertius,1,1Tracks,CH,
16,june,2022,Donner Pass,Incisalia augustinus iroides,1,1Tracks,CH,
16,june,2022,Donner Pass,Euphilotes enoptes,1,1Tracks,CH,
16,june,2022,Donner Pass,Papilio rutulus,1,2Meadow,CH,
16,june,2022,Donner Pass,Plebejus saepiolus,3,2Meadow,CH,
16,june,2022,Donner Pass,Thorybes mexicana nevada,1,2Meadow,CH,
16,june,2022,Donner Pass,Pyrgus ruralis,1,2Meadow,CH,
16,june,2022,Donner Pass,Phyciodes mylitta,1,2Meadow,CH,
16,june,2022,Donner Pass,NA,NA,3Bridge,CH,
23,june,2022,Lang Crossing,Lycaena editha,3,1Meadow,CH,
23,june,2022,Lang Crossing,Colias eurytheme,3,1Meadow,CH,
23,june,2022,Lang Crossing,Parnassius clodius,3,1Meadow,CH,
23,june,2022,Lang Crossing,Plebejus acmon,3,1Meadow,CH,
23,june,2022,Lang Crossing,Mitoura gryneus nelsoni,3,1Meadow,CH,
23,june,2022,Lang Crossing,Papilio eurymedon,1,1Meadow,CH,
23,june,2022,Lang Crossing,Phyciodes mylitta,1,1Meadow,CH,
23,june,2022,Lang Crossing,Phyciodes campestris montana,3,1Meadow,CH,
23,june,2022,Lang Crossing,Junonia coenia,1,1Meadow,CH,
23,june,2022,Lang Crossing,Pieris rapae,1,1Meadow,CH,
23,june,2022,Lang Crossing,Adelpha bredowii californica,1,1Meadow,CH,
23,june,2022,Lang Crossing,Papilio rutulus,2,1Meadow,CH,
23,june,2022,Lang Crossing,Adelpha bredowii californica,2,2Forest,CH,
23,june,2022,Lang Crossing,Parnassius clodius,2,2Forest,CH,
23,june,2022,Lang Crossing,Colias eurytheme,2,2Forest,CH,
23,june,2022,Lang Crossing,Papilio rutulus,2,2Forest,CH,
23,june,2022,Lang Crossing,Nymphalis antiopa,1,2Forest,CH,
23,june,2022,Lang Crossing,Papilio eurymedon,2,3Chap,CH,
23,june,2022,Lang Crossing,Erynnis propertius,1,3Chap,CH,
23,june,2022,Lang Crossing,Euphydryas chalcedona,1,3Chap,CH,
23,june,2022,Lang Crossing,Adelpha bredowii californica,1,3Chap,CH,
23,june,2022,Lang Crossing,Colias eurytheme,1,3Chap,CH,
24,june,2022,Sierra Valley,Colias eurytheme,3,1Road,CH,
24,june,2022,Sierra Valley,Coenonympha tullia ampelos,3,1Road,CH,
24,june,2022,Sierra Valley,Phyciodes mylitta,1,1Road,CH,
24,june,2022,Sierra Valley,Pontia occidentalis,3,1Road,CH,
24,june,2022,Sierra Valley,Pontia protodice,2,1Road,CH,
24,june,2022,Sierra Valley,Plebejus acmon,2,1Road,CH,
24,june,2022,Sierra Valley,Speyeria callippe nevadensis,1,1Road,CH,
24,june,2022,Sierra Valley,Pontia beckerii,2,1Road,CH,
24,june,2022,Sierra Valley,Pontia occidentalis,1,2Lava,CH,
24,june,2022,Sierra Valley,Colias eurytheme,1,2Lava,CH,
25,june,2022,Mt Rose,Colias eurytheme,3,1Forest,CH,
25,june,2022,Mt Rose,Polygonia zephyrus,3,1Forest,CH,
25,june,2022,Mt Rose,Plebejus icarioides,3,1Forest,CH,30+
25,june,2022,Mt Rose,Incisalia eryphon,1,1Forest,CH,
25,june,2022,Mt Rose,Phyciodes mylitta,2,1Forest,CH,
25,june,2022,Mt Rose,Nymphalis milberti,2,1Forest,CH,
25,june,2022,Mt Rose,Anthocharis stella,2,1Forest,CH,
25,june,2022,Mt Rose,Papilio zelicaon,1,1Forest,CH,
25,june,2022,Mt Rose,Pontia occidentalis,1,1Forest,CH,
25,june,2022,Mt Rose,Euphilotes battoides,3,1Forest,CH,
25,june,2022,Mt Rose,Nymphalis californica,1,1Forest,CH,
25,june,2022,Mt Rose,Thorybes mexicana nevada,3,2Meadow,CH,
25,june,2022,Mt Rose,Polygonia zephyrus,2,2Meadow,CH,
25,june,2022,Mt Rose,Anthocharis stella,1,2Meadow,CH,
25,june,2022,Mt Rose,Colias eurytheme,1,2Meadow,CH,
25,june,2022,Mt Rose,Pontia occidentalis,1,3Alpine,CH,
25,june,2022,Mt Rose,Plebejus icarioides,2,3Alpine,CH,30+
25,june,2022,Mt Rose,Thorybes mexicana nevada,1,3Alpine,CH,
25,june,2022,Mt Rose,Nymphalis milberti,1,3Alpine,CH,
25,june,2022,Washington,Parnassius clodius,1,2Serp,MF,
25,june,2022,Washington,Plebejus acmon,1,2Serp,MF,
25,june,2022,Washington,Adelpha bredowii californica,3,1Valley,MF,30+
25,june,2022,Washington,Parnassius clodius,3,1Valley,MF,30+
25,june,2022,Washington,Papilio rutulus,3,1Valley,MF,
25,june,2022,Washington,Papilio eurymedon,3,1Valley,MF,30+
25,june,2022,Washington,Ochlodes agricola,2,1Valley,MF,
25,june,2022,Washington,Phyciodes mylitta,3,1Valley,MF,
25,june,2022,Washington,Chlosyne palla,1,1Valley,MF,
25,june,2022,Washington,Erynnis propertius,2,1Valley,MF,
25,june,2022,Washington,Speyeria callippe juba,1,1Valley,MF,
29,june,2022,Castle Peak,Pyrgus communis,3,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Anthocharis stella,3,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Papilio zelicaon,1,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Incisalia eryphon,3,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Plebejus saepiolus,3,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Plebejus icarioides,3,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Celastrina ladon echo,3,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Polygonia zephyrus,3,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Boloria epithore,3,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Chlosyne hoffmanni,1,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Nymphalis californica,1,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Colias eurytheme,3,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Mitoura johnsoni,1,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Glaucopsyche lygdamus,1,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Phyciodes campestris montana,1,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Thorybes mexicana nevada,1,1LowForest,"CH, RG",
29,june,2022,Castle Peak,Euphilotes battoides,1,2CastleAscent,"CH, RG",
29,june,2022,Castle Peak,Plebejus icarioides,1,2CastleAscent,"CH, RG",
29,june,2022,Castle Peak,Anthocharis stella,1,2CastleAscent,"CH, RG",
29,june,2022,Castle Peak,Papilio zelicaon,1,2CastleAscent,"CH, RG",
29,june,2022,Castle Peak,Papilio zelicaon,3,3Ridge,"CH, RG",
29,june,2022,Castle Peak,Nymphalis californica,1,3Ridge,"CH, RG",
29,june,2022,Castle Peak,Pontia occidentalis,3,3Ridge,"CH, RG",
29,june,2022,Castle Peak,Callophrys sheridanii lemberti,1,3Ridge,"CH, RG",
29,june,2022,Castle Peak,Colias eurytheme,3,3Ridge,"CH, RG",
29,june,2022,Castle Peak,Thorybes mexicana nevada,1,3Ridge,"CH, RG",
29,june,2022,Castle Peak,Plebejus icarioides,1,3Ridge,"CH, RG",
29,june,2022,Castle Peak,Euphilotes battoides,1,3Ridge,"CH, RG",
29,june,2022,Castle Peak,Colias eurytheme,3,4BasinDescent,"CH, RG",
29,june,2022,Castle Peak,Nymphalis californica,2,4BasinDescent,"CH, RG",
29,june,2022,Castle Peak,Anthocharis stella,1,4BasinDescent,"CH, RG",
29,june,2022,Castle Peak,Anthocharis stella,3,5HighForest,"CH, RG",
29,june,2022,Castle Peak,Plebejus icarioides,2,5HighForest,"CH, RG",
29,june,2022,Castle Peak,Thorybes mexicana nevada,1,5HighForest,"CH, RG",
29,june,2022,Castle Peak,Colias eurytheme,2,5HighForest,"CH, RG",
29,june,2022,Castle Peak,Euchloe hyantis hyantis,3,5HighForest,"CH, RG",
29,june,2022,Castle Peak,Boloria epithore,1,5HighForest,"CH, RG",
2,july,2022,Donner Pass,Adelpha bredowii californica,3,1Tracks,MF,
2,july,2022,Donner Pass,Anthocharis stella,2,1Tracks,MF,
2,july,2022,Donner Pass,Boloria epithore,3,1Tracks,MF,
2,july,2022,Donner Pass,Celastrina ladon echo,2,1Tracks,MF,
2,july,2022,Donner Pass,Chlosyne hoffmanni,3,1Tracks,MF,
2,july,2022,Donner Pass,Chlosyne palla,3,1Tracks,MF,
2,july,2022,Donner Pass,Colias eurytheme,3,1Tracks,MF,
2,july,2022,Donner Pass,Euphilotes enoptes,2,1Tracks,MF,
2,july,2022,Donner Pass,Junonia coenia,1,1Tracks,MF,
2,july,2022,Donner Pass,Lycaena cupreus,1,1Tracks,MF,
2,july,2022,Donner Pass,Nymphalis antiopa,2,1Tracks,MF,
2,july,2022,Donner Pass,Papilio eurymedon,3,1Tracks,MF,
2,july,2022,Donner Pass,Papilio rutulus,3,1Tracks,MF,
2,july,2022,Donner Pass,Phyciodes campestris montana,3,1Tracks,MF,
2,july,2022,Donner Pass,Vanessa cardui,1,1Tracks,MF,
2,july,2022,Donner Pass,Speyeria egleis,1,1Tracks,MF,
2,july,2022,Donner Pass,Limenitis lorquini,1,1Tracks,MF,
2,july,2022,Donner Pass,Phyciodes mylitta,3,1Tracks,MF,
2,july,2022,Donner Pass,Plebejus acmon,2,1Tracks,MF,
2,july,2022,Donner Pass,Plebejus icarioides,3,1Tracks,MF,
2,july,2022,Donner Pass,Plebejus saepiolus,3,1Tracks,MF,
2,july,2022,Donner Pass,Pyrgus communis,3,1Tracks,MF,
2,july,2022,Donner Pass,Pyrgus ruralis,3,1Tracks,MF,
2,july,2022,Donner Pass,Papilio zelicaon,1,1Tracks,MF,
2,july,2022,Donner Pass,Polites sabuleti tecumseh,1,1Tracks,MF,
2,july,2022,Donner Pass,Lycaena editha,1,1Tracks,MF,
2,july,2022,Donner Pass,Phyciodes mylitta,1,3Bridge,MF,
2,july,2022,Donner Pass,Pyrgus ruralis,1,3Bridge,MF,
2,july,2022,Donner Pass,Nymphalis californica,1,3Bridge,MF,
2,july,2022,Donner Pass,Plebejus lupini,1,3Bridge,MF,
2,july,2022,Donner Pass,Euphilotes enoptes,1,3Bridge,MF,
2,july,2022,Donner Pass,Colias eurytheme,3,2Meadow,MF,
2,july,2022,Donner Pass,Phyciodes mylitta,2,2Meadow,MF,
2,july,2022,Donner Pass,Plebejus saepiolus,3,2Meadow,MF,30+
5,july,2022,Mt Rose,Plebejus icarioides,3,1Forest,MF,30+
5,july,2022,Mt Rose,Colias eurytheme,1,1Forest,MF,
5,july,2022,Mt Rose,Speyeria egleis,1,1Forest,MF,
5,july,2022,Mt Rose,Nymphalis milberti,3,1Forest,MF,
5,july,2022,Mt Rose,Glaucopsyche piasus,1,1Forest,MF,
5,july,2022,Mt Rose,Euphilotes battoides,3,1Forest,MF,
5,july,2022,Mt Rose,Papilio rutulus,2,1Forest,MF,
5,july,2022,Mt Rose,Hesperia juba,1,1Forest,MF,
5,july,2022,Mt Rose,Plebejus saepiolus,3,2Meadow,MF,
5,july,2022,Mt Rose,Thorybes mexicana nevada,3,2Meadow,MF,
5,july,2022,Mt Rose,Colias eurytheme,2,2Meadow,MF,
5,july,2022,Mt Rose,Thorybes mexicana nevada,3,3Alpine,MF,
5,july,2022,Mt Rose,Lycaeides hybrid,1,3Alpine,MF,
5,july,2022,Mt Rose,Plebejus icarioides,3,3Alpine,MF,
5,july,2022,Mt Rose,Euphydryas editha,1,3Alpine,MF,
6,july,2022,Washington,NA,NA,2Serp,MF,
6,july,2022,Washington,Plebejus acmon,1,1Valley,MF,
6,july,2022,Washington,Parnassius clodius,2,1Valley,MF,
6,july,2022,Washington,Ochlodes agricola,2,1Valley,MF,
6,july,2022,Washington,Phyciodes mylitta,1,1Valley,MF,
6,july,2022,Washington,Adelpha bredowii californica,3,1Valley,MF,
6,july,2022,Washington,Speyeria hydaspe,1,1Valley,MF,
6,july,2022,Washington,Cercyonis sthenele silvestris,3,1Valley,MF,
6,july,2022,Washington,Papilio rutulus,3,1Valley,MF,
6,july,2022,Washington,Junonia coenia,1,1Valley,MF,
6,july,2022,Washington,Pieris rapae,1,1Valley,MF,
6,july,2022,Sierra Valley,Junonia coenia,2,1Road,CH,
6,july,2022,Sierra Valley,Colias eurytheme,3,1Road,CH,30+
6,july,2022,Sierra Valley,Coenonympha tullia ampelos,2,1Road,CH,
6,july,2022,Sierra Valley,Phyciodes mylitta,3,1Road,CH,
6,july,2022,Sierra Valley,Pieris rapae,3,1Road,CH,30+
6,july,2022,Sierra Valley,Pontia occidentalis,3,1Road,CH,
6,july,2022,Sierra Valley,Nymphalis californica,1,1Road,CH,
6,july,2022,Sierra Valley,Hesperia colorado idaho,1,1Road,CH,
6,july,2022,Sierra Valley,Pyrgus communis,1,1Road,CH,
6,july,2022,Sierra Valley,Speyeria zerene,1,1Road,CH,
6,july,2022,Sierra Valley,Polites sonora,1,1Road,CH,
6,july,2022,Sierra Valley,Danaus plexippus,1,1Road,CH,
6,july,2022,Sierra Valley,Plebejus acmon,1,1Road,CH,
6,july,2022,Sierra Valley,Pontia occidentalis,3,2Lava,CH,30+
6,july,2022,Sierra Valley,Polites sonora,1,2Lava,CH,
6,july,2022,Sierra Valley,Plebejus acmon,2,2Lava,CH,
8,july,2022,Lang Crossing,Phyciodes campestris montana,3,1Meadow,CH,
8,july,2022,Lang Crossing,Colias eurytheme,1,1Meadow,CH,
8,july,2022,Lang Crossing,Plebejus acmon,2,1Meadow,CH,
8,july,2022,Lang Crossing,Parnassius clodius,3,1Meadow,CH,
8,july,2022,Lang Crossing,Lycaena editha,3,1Meadow,CH,
8,july,2022,Lang Crossing,Phyciodes mylitta,1,1Meadow,CH,
8,july,2022,Lang Crossing,Junonia coenia,1,1Meadow,CH,
8,july,2022,Lang Crossing,Euphilotes battoides,2,1Meadow,CH,
8,july,2022,Lang Crossing,Papilio rutulus,1,1Meadow,CH,
8,july,2022,Lang Crossing,Papilio eurymedon,2,1Meadow,CH,
8,july,2022,Lang Crossing,Plebejus acmon,1,2Forest,CH,
8,july,2022,Lang Crossing,Phyciodes campestris montana,2,2Forest,CH,
8,july,2022,Lang Crossing,Junonia coenia,2,2Forest,CH,
8,july,2022,Lang Crossing,Parnassius clodius,1,2Forest,CH,
8,july,2022,Lang Crossing,Lycaena editha,2,2Forest,CH,
8,july,2022,Lang Crossing,Cercyonis sthenele silvestris,1,2Forest,CH,
8,july,2022,Lang Crossing,Speyeria hydaspe,1,2Forest,CH,
8,july,2022,Lang Crossing,Adelpha bredowii californica,2,2Forest,CH,
8,july,2022,Lang Crossing,Pieris rapae,1,2Forest,CH,
8,july,2022,Lang Crossing,Erynnis propertius,1,3Chap,CH,
8,july,2022,Lang Crossing,Adelpha bredowii californica,2,3Chap,CH,
8,july,2022,Lang Crossing,Papilio eurymedon,1,3Chap,CH,
8,july,2022,Lang Crossing,Satyrium sylvinus,1,3Chap,CH,
13,july,2022,Castle Peak,Phyciodes campestris montana,3,1LowForest,MF,
13,july,2022,Castle Peak,Papilio rutulus,1,1LowForest,MF,
13,july,2022,Castle Peak,Pyrgus communis,3,1LowForest,MF,30+
13,july,2022,Castle Peak,Speyeria mormonia,3,1LowForest,MF,
13,july,2022,Castle Peak,Chlosyne hoffmanni,3,1LowForest,MF,30+
13,july,2022,Castle Peak,Polygonia zephyrus,3,1LowForest,MF,
13,july,2022,Castle Peak,Anthocharis stella,3,1LowForest,MF,
13,july,2022,Castle Peak,Lycaena nivalis,2,1LowForest,MF,
13,july,2022,Castle Peak,Lycaeides idas anna,3,1LowForest,MF,
13,july,2022,Castle Peak,Parnassius clodius,3,1LowForest,MF,
13,july,2022,Castle Peak,Glaucopsyche lygdamus,3,1LowForest,MF,
13,july,2022,Castle Peak,Speyeria egleis,1,1LowForest,MF,
13,july,2022,Castle Peak,Euphilotes battoides,1,1LowForest,MF,
13,july,2022,Castle Peak,Plebejus lupini,3,1LowForest,MF,
13,july,2022,Castle Peak,Plebejus acmon,2,1LowForest,MF,
13,july,2022,Castle Peak,Plebejus icarioides,2,1LowForest,MF,
13,july,2022,Castle Peak,Papilio zelicaon,1,1LowForest,MF,
13,july,2022,Castle Peak,Papilio eurymedon,1,1LowForest,MF,
13,july,2022,Castle Peak,Plebejus saepiolus,3,1LowForest,MF,
13,july,2022,Castle Peak,Incisalia eryphon,1,1LowForest,MF,
13,july,2022,Castle Peak,Thorybes mexicana nevada,1,1LowForest,MF,
13,july,2022,Castle Peak,Agriades podarce,1,1LowForest,MF,
13,july,2022,Castle Peak,Junonia coenia,1,1LowForest,MF,
13,july,2022,Castle Peak,Anthocharis stella,3,2CastleAscent,MF,
13,july,2022,Castle Peak,Parnassius clodius,3,2CastleAscent,MF,
13,july,2022,Castle Peak,Euphilotes battoides,2,2CastleAscent,MF,
13,july,2022,Castle Peak,Plebejus lupini,1,2CastleAscent,MF,
13,july,2022,Castle Peak,Plebejus acmon,2,2CastleAscent,MF,
13,july,2022,Castle Peak,Plebejus icarioides,3,2CastleAscent,MF,
13,july,2022,Castle Peak,Papilio zelicaon,1,2CastleAscent,MF,
13,july,2022,Castle Peak,Papilio eurymedon,1,2CastleAscent,MF,
13,july,2022,Castle Peak,Pyrgus communis,1,3Ridge,MF,
13,july,2022,Castle Peak,Speyeria egleis,3,3Ridge,MF,
13,july,2022,Castle Peak,Euphilotes battoides,3,3Ridge,MF,
13,july,2022,Castle Peak,Plebejus lupini,3,3Ridge,MF,
13,july,2022,Castle Peak,Plebejus icarioides,1,3Ridge,MF,
13,july,2022,Castle Peak,Papilio zelicaon,3,3Ridge,MF,
13,july,2022,Castle Peak,Pontia occidentalis,3,3Ridge,MF,
13,july,2022,Castle Peak,Pontia sisymbrii,1,3Ridge,MF,
13,july,2022,Castle Peak,Papilio indra,1,3Ridge,MF,
13,july,2022,Castle Peak,Satyrium fuliginosum fuliginosum,3,3Ridge,MF,
13,july,2022,Castle Peak,Colias eurytheme,3,3Ridge,MF,
13,july,2022,Castle Peak,Nymphalis milberti,1,3Ridge,MF,
13,july,2022,Castle Peak,Euchloe hyantis hyantis,3,3Ridge,MF,
13,july,2022,Castle Peak,Nymphalis californica,1,3Ridge,MF,
13,july,2022,Castle Peak,Pyrgus communis,2,4BasinDescent,MF,
13,july,2022,Castle Peak,Speyeria egleis,1,4BasinDescent,MF,
13,july,2022,Castle Peak,Euphilotes battoides,3,4BasinDescent,MF,
13,july,2022,Castle Peak,Plebejus icarioides,1,4BasinDescent,MF,
13,july,2022,Castle Peak,Papilio zelicaon,3,4BasinDescent,MF,
13,july,2022,Castle Peak,Pontia occidentalis,1,4BasinDescent,MF,
13,july,2022,Castle Peak,Colias eurytheme,3,4BasinDescent,MF,
13,july,2022,Castle Peak,Nymphalis milberti,1,4BasinDescent,MF,
13,july,2022,Castle Peak,Plebejus shasta,1,4BasinDescent,MF,
13,july,2022,Castle Peak,Phyciodes campestris montana,1,5HighForest,MF,
13,july,2022,Castle Peak,Pyrgus communis,2,5HighForest,MF,
13,july,2022,Castle Peak,Chlosyne hoffmanni,3,5HighForest,MF,
13,july,2022,Castle Peak,Anthocharis stella,1,5HighForest,MF,
13,july,2022,Castle Peak,Parnassius clodius,3,5HighForest,MF,
13,july,2022,Castle Peak,Speyeria egleis,1,5HighForest,MF,
13,july,2022,Castle Peak,Plebejus lupini,1,5HighForest,MF,
13,july,2022,Castle Peak,Plebejus icarioides,2,5HighForest,MF,
13,july,2022,Castle Peak,Colias eurytheme,3,5HighForest,MF,
13,july,2022,Castle Peak,Plebejus saepiolus,1,5HighForest,MF,
13,july,2022,Castle Peak,Euchloe hyantis hyantis,1,5HighForest,MF,
13,july,2022,Castle Peak,Vanessa annabella,1,5HighForest,MF,
14,july,2022,Donner Pass,Chlosyne hoffmanni,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Chlosyne palla,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Phyciodes campestris montana,3,1Tracks,"CH, TB",30+
14,july,2022,Donner Pass,Parnassius clodius,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Papilio eurymedon,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Phycidoes mylitta,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Lycaeides idas anna,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Papilio rutulus,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Anthocharis stella,1,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Limenitis lorquini,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Lycaena editha,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Pyrgus communis,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Colias eurytheme,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Speyeria egleis,1,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Polites sonora,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Speyeria atlantis,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Polygonia zephyrus,2,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Plebejus saepiolus,3,1Tracks,"CH, TB",30+
14,july,2022,Donner Pass,Euphilotes battoides,1,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Plebejus acmon,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Papilio zelicaon,1,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Pieris rapae,1,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Pontia occidentalis,1,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Pontia protodice,1,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Junonia coenia,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Plebejus icarioides,3,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Euphilotes enoptes,2,1Tracks,"CH, TB",photo check
14,july,2022,Donner Pass,Nymphalis antiopa,1,1Tracks,"CH, TB",
14,july,2022,Donner Pass,Mitoura johnsoni,1,1Tracks,"CH, TB",photo check
14,july,2022,Donner Pass,Plebejus saepiolus,3,2Meadow,"CH, TB",30+
14,july,2022,Donner Pass,Polites sabuleti tecumseh,3,2Meadow,"CH, TB",
14,july,2022,Donner Pass,Phyciodes campestris montana,3,2Meadow,"CH, TB",
14,july,2022,Donner Pass,Vanessa virginiensis,1,2Meadow,"CH, TB",
14,july,2022,Donner Pass,Phyciodes mylitta,1,2Meadow,"CH, TB",
14,july,2022,Donner Pass,Plebejus acmon,1,3Bridge,"CH, TB",
17,july,2022,Washington,Plebejus acmon,1,2Serp,MF,
17,july,2022,Washington,Adelpha bredowii californica,3,1Valley,MF,
17,july,2022,Washington,Papilio rutulus,3,1Valley,MF,
17,july,2022,Washington,Parnassius clodius,1,1Valley,MF,
