Day,Month,Year,site_name,genus_species,PA,Zone,Observer,notes
19,august,2022,Lang Crossing,Adelpha bredowii californica,1,3Chap,CH,
19,august,2022,Lang Crossing,Cercyonis sthenele silvestris,1,3Chap,CH,
19,august,2022,Lang Crossing,Apodemia mormo,2,3Chap,CH,
19,august,2022,Mt Rose,Speyeria egleis,3,1Forest,MF,30+
19,august,2022,Mt Rose,Colias eurytheme,2,1Forest,MF,
19,august,2022,Mt Rose,Nymphalis californica,1,1Forest,MF,
19,august,2022,Mt Rose,Satyrium fuliginosum semiluna,3,1Forest,MF,
19,august,2022,Mt Rose,Colias eurytheme,3,2Meadow,MF,
19,august,2022,Mt Rose,Speyeria mormonia,3,2Meadow,MF,30+
19,august,2022,Mt Rose,Pontia occidentalis,2,2Meadow,MF,
19,august,2022,Mt Rose,Satyrium fuliginosum semiluna,1,3Alpine,MF,
19,august,2022,Mt Rose,Lycaeides hybrid,3,3Alpine,MF,
19,august,2022,Mt Rose,Plebejus icarioides,1,3Alpine,MF,
19,august,2022,Mt Rose,Lycaena heteronea,1,3Alpine,MF,
22,august,2022,Sierra Valley,Pontia occidentalis,1,2Lava,CH,
22,august,2022,Sierra Valley,Pontia beckerii,1,2Lava,CH,
22,august,2022,Sierra Valley,Lycaeides melissa melissa,1,2Lava,CH,
22,august,2022,Sierra Valley,Plebejus acmon,1,2Lava,CH,
22,august,2022,Sierra Valley,Pontia occidentalis,3,1Road,CH,
22,august,2022,Sierra Valley,Colias eurytheme,3,1Road,CH,30+
22,august,2022,Sierra Valley,Plebejus acmon,3,1Road,CH,
22,august,2022,Sierra Valley,Polites sabuleti tecumseh,2,1Road,CH,
22,august,2022,Sierra Valley,Hesperia juba,1,1Road,CH,
22,august,2022,Sierra Valley,Coenonympha tullia ampelos,3,1Road,CH,
22,august,2022,Sierra Valley,Phyciodes mylitta,3,1Road,CH,
22,august,2022,Sierra Valley,Pieris rapae,3,1Road,CH,
22,august,2022,Sierra Valley,Lycaena helloides,2,1Road,CH,
22,august,2022,Sierra Valley,Ochlodes sylvanoides,1,1Road,CH,
22,august,2022,Sierra Valley,Junonia coenia,1,1Road,CH,
24,august,2022,Castle Peak,Satyrium saepium,1,1LowForest,"MF, CH, CD",
24,august,2022,Castle Peak,Lycaeides idas anna,3,1LowForest,"MF, CH, CD",
24,august,2022,Castle Peak,Speyeria egleis,3,1LowForest,"MF, CH, CD",
24,august,2022,Castle Peak,Lycaena nivalis,2,1LowForest,"MF, CH, CD",
24,august,2022,Castle Peak,Colias eurytheme,2,1LowForest,"MF, CH, CD",
24,august,2022,Castle Peak,Vanessa annabella,1,1LowForest,"MF, CH, CD",
24,august,2022,Castle Peak,Speyeria atlantis,1,1LowForest,"MF, CH, CD",
24,august,2022,Castle Peak,Polygonia zephyrus,2,1LowForest,"MF, CH, CD",
24,august,2022,Castle Peak,Hesperia juba,1,1LowForest,"MF, CH, CD",
24,august,2022,Castle Peak,Lycaena arota arota,1,1LowForest,"MF, CH, CD",
24,august,2022,Castle Peak,Limenitis lorquini,1,1LowForest,"MF, CH, CD",~
24,august,2022,Castle Peak,Speyeria egleis,3,2CastleAscent,"MF, CH, CD",
24,august,2022,Castle Peak,Speyeria egleis,3,3Ridge,"MF, CH, CD",
24,august,2022,Castle Peak,Colias eurytheme,2,3Ridge,"MF, CH, CD",
24,august,2022,Castle Peak,Papilio zelicaon,3,3Ridge,"MF, CH, CD",
24,august,2022,Castle Peak,Pontia occidentalis,2,3Ridge,"MF, CH, CD",
24,august,2022,Castle Peak,Plebejus icarioides,2,3Ridge,"MF, CH, CD",
24,august,2022,Castle Peak,Plebejus acmon,1,3Ridge,"MF, CH, CD",
24,august,2022,Castle Peak,Speyeria egleis,3,4BasinDescent,"MF, CH, CD",
24,august,2022,Castle Peak,Colias eurytheme,3,4BasinDescent,"MF, CH, CD",
24,august,2022,Castle Peak,Vanessa annabella,1,4BasinDescent,"MF, CH, CD",
24,august,2022,Castle Peak,Polygonia zephyrus,1,4BasinDescent,"MF, CH, CD",
24,august,2022,Castle Peak,Colias eurytheme,2,5HighForest,"MF, CH, CD",
24,august,2022,Castle Peak,Plebejus icarioides,1,5HighForest,"MF, CH, CD",
25,august,2022,Donner Pass,Lycaena arota arota,3,1Tracks,CH,
25,august,2022,Donner Pass,Plebejus acmon,3,1Tracks,CH,
25,august,2022,Donner Pass,Colias eurytheme,3,1Tracks,CH,
25,august,2022,Donner Pass,Lycaena editha,3,1Tracks,CH,
25,august,2022,Donner Pass,Speyeria atlantis,3,1Tracks,CH,
25,august,2022,Donner Pass,Speyeria egleis,3,1Tracks,CH,
25,august,2022,Donner Pass,Speyeria mormonia,3,1Tracks,CH,
25,august,2022,Donner Pass,Satyrium sylvinus,3,1Tracks,CH,
25,august,2022,Donner Pass,Satyrium saepium,3,1Tracks,CH,
25,august,2022,Donner Pass,Phyciodes mylitta,1,1Tracks,CH,
25,august,2022,Donner Pass,Pontia occidentalis,1,1Tracks,CH,
25,august,2022,Donner Pass,Lycaena heteronea,2,1Tracks,CH,
25,august,2022,Donner Pass,Ochlodes sylvanoides,3,1Tracks,CH,
25,august,2022,Donner Pass,Neophasia menapia,3,1Tracks,CH,
25,august,2022,Donner Pass,Polygonia zephyrus,1,1Tracks,CH,
25,august,2022,Donner Pass,Colias eurytheme,1,2Meadow,CH,
25,august,2022,Donner Pass,Lycaena editha,1,2Meadow,CH,
25,august,2022,Donner Pass,Lycaena nivalis,2,2Meadow,CH,
25,august,2022,Donner Pass,Speyeria atlantis,1,2Meadow,CH,
25,august,2022,Donner Pass,Plebejus acmon,1,3Bridge,CH,
30,august,2022,Washington,Plebejus acmon,3,2Serp,MF,
30,august,2022,Washington,Pyrgus communis,1,2Serp,MF,
30,august,2022,Washington,Adelpha bredowii californica,3,1Valley,MF,
30,august,2022,Washington,Ochlodes sylvanoides,2,1Valley,MF,
30,august,2022,Washington,Coenonympha tullia california,1,1Valley,MF,
30,august,2022,Washington,Papilio rutulus,1,1Valley,MF,
30,august,2022,Washington,Pyrgus communis,2,1Valley,MF,
30,august,2022,Washington,Pontia protodice,1,1Valley,MF,
31,august,2022,Mt Rose,Speyeria mormonia,3,1Forest,"CH, CD",
31,august,2022,Mt Rose,Speyeria egleis,3,1Forest,"CH, CD",
31,august,2022,Mt Rose,Hesperia juba,1,1Forest,"CH, CD",
31,august,2022,Mt Rose,Polites sonora,1,1Forest,"CH, CD",
31,august,2022,Mt Rose,Nymphalis antiopa,1,1Forest,"CH, CD",
31,august,2022,Mt Rose,Colias eurytheme,3,1Forest,"CH, CD",
31,august,2022,Mt Rose,Speyeria mormonia,3,2Meadow,"CH, CD",
31,august,2022,Mt Rose,Colias eurytheme,2,2Meadow,"CH, CD",
31,august,2022,Mt Rose,Colias eurytheme,1,3Alpine,"CH, CD",
2,sep,2022,Lang Crossing,Plebejus acmon,3,1Meadow,"MF, CH",
2,sep,2022,Lang Crossing,Ochlodes sylvanoides,3,1Meadow,"MF, CH",
2,sep,2022,Lang Crossing,Phyciodes mylitta,3,1Meadow,"MF, CH",
2,sep,2022,Lang Crossing,Adelpha bredowii californica,3,1Meadow,"MF, CH",
2,sep,2022,Lang Crossing,Lycaena arota arota,2,1Meadow,"MF, CH",
2,sep,2022,Lang Crossing,Junonia coenia,1,1Meadow,"MF, CH",
2,sep,2022,Lang Crossing,Limenitis lorquini,1,1Meadow,"MF, CH",
2,sep,2022,Lang Crossing,Nymphalis antiopa,1,1Meadow,"MF, CH",
2,sep,2022,Lang Crossing,Ochlodes sylvanoides,1,2Forest,"MF, CH",
2,sep,2022,Lang Crossing,Limenitis lorquini,1,2Forest,"MF, CH",
2,sep,2022,Lang Crossing,Cercyonis sthenele silvestris,2,2Forest,"MF, CH",
2,sep,2022,Lang Crossing,Apodemia mormo,3,2Forest,"MF, CH",
2,sep,2022,Lang Crossing,Speyeria hydaspe,1,2Forest,"MF, CH",
2,sep,2022,Lang Crossing,Plebejus acmon,3,3Chap,"MF, CH",
2,sep,2022,Lang Crossing,Ochlodes sylvanoides,3,3Chap,"MF, CH",
2,sep,2022,Lang Crossing,Adelpha bredowii californica,1,3Chap,"MF, CH",
2,sep,2022,Lang Crossing,Apodemia mormo,3,3Chap,"MF, CH",
2,sep,2022,Lang Crossing,Pieris rapae,2,3Chap,"MF, CH",
5,sep,2022,Sierra Valley,Coenonympha tullia ampelos,3,1Road,CH,30+
5,sep,2022,Sierra Valley,Plebejus acmon,1,1Road,CH,
5,sep,2022,Sierra Valley,Polites sabuleti tecumseh,3,1Road,CH,
5,sep,2022,Sierra Valley,Colias eurytheme,3,1Road,CH,
5,sep,2022,Sierra Valley,Lycaena helloides,3,1Road,CH,
5,sep,2022,Sierra Valley,Ochlodes sylvanoides,3,1Road,CH,
5,sep,2022,Sierra Valley,Pontia occidentalis,3,1Road,CH,
5,sep,2022,Sierra Valley,Pieris rapae,3,1Road,CH,
5,sep,2022,Sierra Valley,Phyciodes mylitta,3,1Road,CH,
5,sep,2022,Sierra Valley,Coenonympha tullia ampelos,3,2Lava,CH,
7,sep,2022,Castle Peak,Speyeria mormonia,2,1LowForest,CH,
7,sep,2022,Castle Peak,Colias eurytheme,3,1LowForest,CH,30+
7,sep,2022,Castle Peak,Polygonia zephyrus,3,1LowForest,CH,
7,sep,2022,Castle Peak,Phyciodes mylitta,3,1LowForest,CH,
7,sep,2022,Castle Peak,Strymon melinus,1,1LowForest,CH,
7,sep,2022,Castle Peak,Lycaeides idas anna,1,1LowForest,CH,
7,sep,2022,Castle Peak,Vanessa virginiensis,2,1LowForest,CH,
7,sep,2022,Castle Peak,Lycaena nivalis,1,1LowForest,CH,
7,sep,2022,Castle Peak,Speyeria egleis,1,1LowForest,CH,
7,sep,2022,Castle Peak,NA,NA,2CastleAscent,CH,
7,sep,2022,Castle Peak,Pontia occidentalis,3,3Ridge,CH,
7,sep,2022,Castle Peak,Speyeria egleis,3,3Ridge,CH,
7,sep,2022,Castle Peak,Colias eurytheme,3,4BasinDescent,CH,30+
7,sep,2022,Castle Peak,Plebejus acmon,1,5HighForest,CH,
7,sep,2022,Castle Peak,Phyciodes mylitta,1,5HighForest,CH,
8,sep,2022,Donner Pass,Colias eurytheme,3,1Tracks,CH,30+
8,sep,2022,Donner Pass,Pieris rapae,1,1Tracks,CH,
8,sep,2022,Donner Pass,Limenitis lorquini,2,1Tracks,CH,
8,sep,2022,Donner Pass,Phyciodes mylitta,3,1Tracks,CH,
8,sep,2022,Donner Pass,Plebejus acmon,3,1Tracks,CH,
8,sep,2022,Donner Pass,Lycaena helloides,3,1Tracks,CH,
8,sep,2022,Donner Pass,Adelpha bredowii californica,1,1Tracks,CH,
8,sep,2022,Donner Pass,Speyeria mormonia,1,1Tracks,CH,
8,sep,2022,Donner Pass,Pontia protodice,2,1Tracks,CH,
8,sep,2022,Donner Pass,Lycaena editha,1,1Tracks,CH,
8,sep,2022,Donner Pass,Neophasia menapia,2,1Tracks,CH,
8,sep,2022,Donner Pass,Nymphalis antiopa,1,1Tracks,CH,
8,sep,2022,Donner Pass,Satyrium saepium,3,1Tracks,CH,
8,sep,2022,Donner Pass,Vanessa virginiensis,3,1Tracks,CH,
8,sep,2022,Donner Pass,Ochlodes sylvanoides,3,1Tracks,CH,30+
8,sep,2022,Donner Pass,Satyrium sylvinus,1,1Tracks,CH,
8,sep,2022,Donner Pass,Speyeria atlantis,1,1Tracks,CH,
8,sep,2022,Donner Pass,Speyeria zerene,3,1Tracks,CH,
8,sep,2022,Donner Pass,Speyeria coronis,1,1Tracks,CH,
8,sep,2022,Donner Pass,Hesperia juba,3,1Tracks,CH,
8,sep,2022,Donner Pass,Pontia occidentalis,3,1Tracks,CH,
8,sep,2022,Donner Pass,Polygonia zephyrus,1,1Tracks,CH,
8,sep,2022,Donner Pass,Strymon melinus,1,1Tracks,CH,
8,sep,2022,Donner Pass,Vanessa cardui,1,1Tracks,CH,
8,sep,2022,Donner Pass,Vanessa annabella,1,1Tracks,CH,
8,sep,2022,Donner Pass,Colias eurytheme,1,2Meadow,CH,30+
8,sep,2022,Donner Pass,Phyciodes mylitta,1,2Meadow,CH,
8,sep,2022,Donner Pass,Colias eurytheme,1,3Bridge,CH,30+
13,sep,2022,Washington,Ochlodes sylvanoides,1,2Serp,MF,
13,sep,2022,Washington,Hesperia juba,1,2Serp,MF,
13,sep,2022,Washington,Junonia coenia,1,2Serp,MF,
13,sep,2022,Washington,Hesperia colorado ssp.,3,2Serp,MF,
13,sep,2022,Washington,Plebejus acmon,2,2Serp,MF,
13,sep,2022,Washington,Adelpha bredowii californica,3,1Valley,MF,
13,sep,2022,Washington,Plebejus acmon,1,1Valley,MF,
13,sep,2022,Washington,Cercyonis sthenele silvestris,1,1Valley,MF,
13,sep,2022,Washington,Phyciodes mylitta,1,1Valley,MF,
16,sep,2022,Mt Rose,Colias eurytheme,2,1Forest,MF,
16,sep,2022,Mt Rose,Polygonia zephyrus,1,1Forest,MF,
16,sep,2022,Mt Rose,Speyeria mormonia,3,2Meadow,MF,
16,sep,2022,Mt Rose,Polygonia zephyrus,2,2Meadow,MF,
16,sep,2022,Mt Rose,Nymphalis antiopa,1,2Meadow,MF,
22,sep,2022,Sierra Valley,Coenonympha tullia ampelos,3,1Road,CH,30+
22,sep,2022,Sierra Valley,Plebejus acmon,3,1Road,CH,30+
22,sep,2022,Sierra Valley,Lycaena helloides,3,1Road,CH,30+
22,sep,2022,Sierra Valley,Pontia protodice,1,1Road,CH,
22,sep,2022,Sierra Valley,Pieris rapae,3,1Road,CH,
22,sep,2022,Sierra Valley,Colias eurytheme,3,1Road,CH,
22,sep,2022,Sierra Valley,Pontia occidentalis,3,1Road,CH,
22,sep,2022,Sierra Valley,Atlides halesus,1,1Road,CH,
22,sep,2022,Sierra Valley,Polites sabuleti tecumseh,3,1Road,CH,
22,sep,2022,Sierra Valley,Ochlodes sylvanoides,3,1Road,CH,
22,sep,2022,Sierra Valley,Junonia coenia,3,1Road,CH,
22,sep,2022,Sierra Valley,Hesperia juba,1,1Road,CH,
22,sep,2022,Sierra Valley,Pyrgus communis,1,1Road,CH,
22,sep,2022,Sierra Valley,Plebejus acmon,2,2Lava,CH,30+
22,sep,2022,Sierra Valley,Coenonympha tullia ampelos,3,2Lava,CH,30+
22,sep,2022,Sierra Valley,Pontia occidentalis,3,2Lava,CH,
23,sep,2022,Castle Peak,Colias eurytheme,3,1LowForest,MF,
23,sep,2022,Castle Peak,Nymphalis californica,1,1LowForest,MF,
23,sep,2022,Castle Peak,Phyciodes mylitta,3,1LowForest,MF,
23,sep,2022,Castle Peak,Limenitis lorquini,1,1LowForest,MF,
23,sep,2022,Castle Peak,Polygonia zephyrus,2,1LowForest,MF,
23,sep,2022,Castle Peak,Colias eurytheme,2,2CastleAscent,MF,
23,sep,2022,Castle Peak,Colias eurytheme,1,3Ridge,MF,
23,sep,2022,Castle Peak,Phyciodes mylitta,1,3Ridge,MF,
23,sep,2022,Castle Peak,Polygonia zephyrus,1,3Ridge,MF,
23,sep,2022,Castle Peak,Pontia occidentalis,1,3Ridge,MF,uncertain
23,sep,2022,Castle Peak,Colias eurytheme,1,4BasinDescent,MF,
23,sep,2022,Castle Peak,Speyeria egleis,1,4BasinDescent,MF,
23,sep,2022,Lang Crossing,Colias eurytheme,3,1Meadow,CH,
23,sep,2022,Lang Crossing,Plebejus acmon,3,1Meadow,CH,
23,sep,2022,Lang Crossing,Phyciodes mylitta,3,1Meadow,CH,
23,sep,2022,Lang Crossing,Nymphalis antiopa,1,1Meadow,CH,
23,sep,2022,Lang Crossing,Junonia coenia,3,1Meadow,CH,
23,sep,2022,Lang Crossing,Adelpha bredowii californica,1,1Meadow,CH,
23,sep,2022,Lang Crossing,Pieris rapae,1,1Meadow,CH,
23,sep,2022,Lang Crossing,Lycaena helloides,1,1Meadow,CH,
23,sep,2022,Lang Crossing,Plebejus acmon,1,2Forest,CH,
23,sep,2022,Lang Crossing,Adelpha bredowii californica,2,2Forest,CH,
23,sep,2022,Lang Crossing,Phyciodes mylitta,1,2Forest,CH,
23,sep,2022,Lang Crossing,Apodemia mormo,1,3Chap,CH,
23,sep,2022,Lang Crossing,Ochlodes sylvanoides,2,3Chap,CH,
23,sep,2022,Lang Crossing,Colias eurytheme,1,3Chap,CH,
23,sep,2022,Lang Crossing,Plebejus acmon,1,3Chap,CH,
23,sep,2022,Lang Crossing,Lycaena helloides,1,3Chap,CH,
23,sep,2022,Lang Crossing,Adelpha bredowii californica,1,3Chap,CH,
24,sep,2022,Donner Pass,Vanessa virginiensis,2,1Tracks,CH,
24,sep,2022,Donner Pass,Phyciodes mylitta,3,1Tracks,CH,
24,sep,2022,Donner Pass,Colias eurytheme,3,1Tracks,CH,
24,sep,2022,Donner Pass,Ochlodes sylvanoides,3,1Tracks,CH,
24,sep,2022,Donner Pass,Polygonia zephyrus,3,1Tracks,CH,
24,sep,2022,Donner Pass,Plebejus acmon,3,1Tracks,CH,
24,sep,2022,Donner Pass,Junonia coenia,2,1Tracks,CH,
24,sep,2022,Donner Pass,Hesperia juba,3,1Tracks,CH,
24,sep,2022,Donner Pass,Pontia occidentalis,1,1Tracks,CH,
24,sep,2022,Donner Pass,Nymphalis californica,2,1Tracks,CH,
24,sep,2022,Donner Pass,Nymphalis antiopa,2,1Tracks,CH,
24,sep,2022,Donner Pass,Satyrium saepium,3,1Tracks,CH,
24,sep,2022,Donner Pass,Vanessa annabella,2,1Tracks,CH,
24,sep,2022,Donner Pass,Speyeria coronis,1,1Tracks,CH,
24,sep,2022,Donner Pass,NA,NA,2Meadow,CH,
24,sep,2022,Donner Pass,NA,NA,3Bridge,CH,
27,sep,2022,Washington,Adelpha bredowii californica,3,1Valley,MF,30+
27,sep,2022,Washington,Pontia protodice,1,1Valley,MF,
27,sep,2022,Washington,Phyciodes mylitta,1,1Valley,MF,
27,sep,2022,Washington,Adelpha bredowii californica,1,2Serp,MF,
27,sep,2022,Washington,Erynnis tristis,1,2Serp,MF,
27,sep,2022,Washington,Phyciodes mylitta,2,2Serp,MF,
27,sep,2022,Washington,Ochlodes sylvanoides,1,2Serp,MF,
27,sep,2022,Washington,Pieris rapae,1,2Serp,MF,
27,sep,2022,Washington,Plebejus acmon,3,2Serp,MF,
27,sep,2022,Washington,Hesperia colorado ssp.,2,2Serp,MF,
27,sep,2022,Washington,Strymon melinus,1,2Serp,MF,
27,sep,2022,Washington,Colias eurytheme,1,2Serp,MF,
30,sep,2022,Mt Rose,Colias eurytheme,1,1Forest,CD,
30,sep,2022,Mt Rose,Colias eurytheme,2,2Meadow,CD,
30,sep,2022,Mt Rose,Nymphalis antiopa,1,2Meadow,CD,
5,oct,2022,Castle Peak,Polygonia zephyrus,1,1LowForest,CH,
5,oct,2022,Castle Peak,Colias eurytheme,1,1LowForest,CH,
5,oct,2022,Castle Peak,Adelpha bredowii californica,1,1LowForest,CH,
5,oct,2022,Castle Peak,NA,NA,2CastleAscent,CH,
5,oct,2022,Castle Peak,NA,NA,3Ridge,CH,
5,oct,2022,Castle Peak,NA,NA,4BasinDescent,CH,
5,oct,2022,Castle Peak,NA,NA,5HighForest,CH,
6,oct,2022,Donner Pass,Colias eurytheme,3,1Tracks,CH,
6,oct,2022,Donner Pass,Plebejus acmon,3,1Tracks,CH,
6,oct,2022,Donner Pass,Polygonia zephyrus,3,1Tracks,CH,
6,oct,2022,Donner Pass,Nymphalis californica,2,1Tracks,CH,
6,oct,2022,Donner Pass,Phyciodes mylitta,3,1Tracks,CH,
6,oct,2022,Donner Pass,Lycaena helloides,2,1Tracks,CH,
6,oct,2022,Donner Pass,Hesperia juba,1,1Tracks,CH,
6,oct,2022,Donner Pass,NA,NA,2Meadow,CH,
6,oct,2022,Donner Pass,NA,NA,3Bridge,CH,
7,oct,2022,Lang Crossing,Plebejus acmon,2,1Meadow,CH,
7,oct,2022,Lang Crossing,Phyciodes mylitta,2,1Meadow,CH,
7,oct,2022,Lang Crossing,Nymphalis californica,1,2Forest,CH,
7,oct,2022,Lang Crossing,Phyciodes mylitta,1,2Forest,CH,
7,oct,2022,Lang Crossing,Junonia coenia,1,2Forest,CH,
7,oct,2022,Lang Crossing,Plebejus acmon,1,2Forest,CH,
7,oct,2022,Lang Crossing,Pieris rapae,3,2Forest,CH,
7,oct,2022,Lang Crossing,Adelpha bredowii californica,1,2Forest,CH,
7,oct,2022,Lang Crossing,Limenitis lorquini,1,2Forest,CH,
7,oct,2022,Lang Crossing,Phyciodes mylitta,1,3Chap,CH,
7,oct,2022,Lang Crossing,Plebejus acmon,1,3Chap,CH,
7,oct,2022,Lang Crossing,Colias eurytheme,1,3Chap,CH,
8,oct,2022,Sierra Valley,Phyciodes mylitta,3,1Road,"CH, CD",
8,oct,2022,Sierra Valley,Coenonympha tullia ampelos,3,1Road,"CH, CD",30+
8,oct,2022,Sierra Valley,Plebejus acmon,3,1Road,"CH, CD",
8,oct,2022,Sierra Valley,Lycaena helloides,3,1Road,"CH, CD",
8,oct,2022,Sierra Valley,Pontia occidentalis,1,1Road,"CH, CD",
8,oct,2022,Sierra Valley,Pieris rapae,3,1Road,"CH, CD",
8,oct,2022,Sierra Valley,Colias eurytheme,3,1Road,"CH, CD",
8,oct,2022,Sierra Valley,Atlides halesus,1,1Road,"CH, CD",
8,oct,2022,Sierra Valley,Junonia coenia,3,1Road,"CH, CD",
8,oct,2022,Sierra Valley,Phyciodes mylitta,1,2Lava,"CH, CD",
8,oct,2022,Sierra Valley,Coenonympha tullia ampelos,1,2Lava,"CH, CD",30+
15,oct,2022,Washington,Adelpha bredowii californica,3,1Valley,MF,
15,oct,2022,Washington,Colias eurytheme,1,1Valley,MF,
15,oct,2022,Washington,Plebejus acmon,3,2Serp,MF,
15,oct,2022,Washington,Colias eurytheme,3,2Serp,MF,
15,oct,2022,Washington,Junonia coenia,1,2Serp,MF,
15,oct,2022,Washington,Strymon melinus,2,2Serp,MF,
19,oct,2022,Sierra Valley,Coenonympha tullia ampelos,2,2Lava,MF,
19,oct,2022,Sierra Valley,Lycaena helloides,3,1Road,MF,30+
19,oct,2022,Sierra Valley,Coenonympha tullia ampelos,3,1Road,MF,
19,oct,2022,Sierra Valley,Plebejus acmon,3,1Road,MF,30+
19,oct,2022,Sierra Valley,Phyciodes mylitta,3,1Road,MF,
19,oct,2022,Sierra Valley,Colias eurytheme,3,1Road,MF,
19,oct,2022,Sierra Valley,Pontia occidentalis,1,1Road,MF,
19,oct,2022,Sierra Valley,Pieris rapae,3,1Road,MF,
19,oct,2022,Sierra Valley,Ochlodes sylvanoides,1,1Road,MF,
19,oct,2022,Sierra Valley,Junonia coenia,3,1Road,MF,
19,oct,2022,Donner Pass,Plebejus acmon,3,1Tracks,"CH, CD",
19,oct,2022,Donner Pass,Colias eurytheme,3,1Tracks,"CH, CD",
19,oct,2022,Donner Pass,Pieris rapae,1,1Tracks,"CH, CD",
19,oct,2022,Donner Pass,Nymphalis californica,1,1Tracks,"CH, CD",
19,oct,2022,Donner Pass,Vanessa virginiensis,1,1Tracks,"CH, CD",
19,oct,2022,Donner Pass,Lycaena helloides,1,1Tracks,"CH, CD",
19,oct,2022,Donner Pass,Phyciodes mylitta,3,1Tracks,"CH, CD",
19,oct,2022,Donner Pass,NA,NA,2Meadow,"CH, CD",
19,oct,2022,Donner Pass,NA,NA,3Bridge,"CH, CD",
20,oct,2022,Lang Crossing,Plebejus acmon,3,1Meadow,CH,
20,oct,2022,Lang Crossing,Phyciodes mylitta,3,1Meadow,CH,
20,oct,2022,Lang Crossing,Adelpha bredowii californica,2,1Meadow,CH,
20,oct,2022,Lang Crossing,Colias eurytheme,1,1Meadow,CH,
20,oct,2022,Lang Crossing,Phyciodes mylitta,2,2Forest,CH,
20,oct,2022,Lang Crossing,Colias eurytheme,3,2Forest,CH,
20,oct,2022,Lang Crossing,Junonia coenia,1,2Forest,CH,
20,oct,2022,Lang Crossing,Nymphalis californica,1,2Forest,CH,
20,oct,2022,Lang Crossing,Plebejus acmon,1,2Forest,CH,
20,oct,2022,Lang Crossing,Adelpha bredowii californica,2,2Forest,CH,
20,oct,2022,Lang Crossing,Colias eurytheme,1,3Chap,CH,
20,oct,2022,Lang Crossing,Plebejus acmon,3,3Chap,CH,
20,oct,2022,Lang Crossing,Adelpha bredowii californica,2,3Chap,CH,
20,oct,2022,Lang Crossing,Strymon melinus,1,3Chap,CH,